filename,target_classes,recording_device,device_placement,recording_environment,scene_description,license,collector_id,non_target_classes
005281.wav,footsteps;keychain;door_open_close;light_switch,Samsung Galaxy A35,mobile,hallway;living_room,"I was walking, looking at my phone in my hand, approached a door, took a keychain out of my pocket, opened and closed the door, turned the light switch on.",CC0 (Public Domain Dedication),a328487ba3049931,
002311.wav,keyboard_typing;window_open_close,Samsung Galaxy S20,static,office,"I was typing on my laptop, got up to open the window and resumed typing.",CC0 (Public Domain Dedication),9beafee0416f0711,outside_noise
001719.wav,footsteps;light_switch;door_open_close;keyboard_typing,pixel_10,mobile,hallway;bedroom,"I walked in a hallway to the bedroom. I walked through the open door, turned on the light and closed the door behind me. After that I walked over to a desk where I typed on the keyboard.",CC0 (Public Domain Dedication),8e5d5c31fe4587ff,clothing_rustle
002286.wav,coffee_machine,Iphone 15 pro,static,office,My coffe machine is making espresso for me,CC0 (Public Domain Dedication),9141efc68a18c882,water_dropping
003860.wav,keyboard_typing;window_open_close,Samsung_S23,static,living_room,I typed on my keyboard after that opening and closing the living room window,"CC-BY 4.0 (Attribution License), Author: Nikita Zychowska",80abc60ed3a88b53,small_floor_creak
005446.wav,keyboard_typing;phone_ringing,Zephyrus G16,static,bedroom,I was working when my friends texted/called me to run some errands,"CC-BY 4.0 (Attribution License), Author: Wania Anjum",0622a3cb57a94a18,
003726.wav,footsteps;wardrobe_drawer_open_close;window_open_close,iPhone 16 ProMax,mobile,living_room,I walked into the living room and opened a wardrobe drawer. I took a book from the drawer. Then I moved toward the window and opened and closed it.,"CC-BY 4.0 (Attribution License), Author: Nadejda Șochina",7942ed2af209bce3,clothing_rustle;airtraffic_noise
003328.wav,footsteps;vacuum_cleaner;running_water,Samsung A55,mobile,living_room;kitchen,My roommate started vacuuming in the living room. I walked to the kitchen and turned on the faucet to fill a glass of water.,CC0 (Public Domain Dedication),28c83a36ced5f088,
002294.wav,phone_ringing;footsteps;keychain;door_open_close,Samsung S23 Ultra,mobile,hallway,I was in the hallway and hear the phoneringing so I walk towards the door and using the key I opened the door and cut the call.,CC0 (Public Domain Dedication),27699e7aa52c3add,
003886.wav,footsteps;coffee_machine;cutlery_dishes;door_open_close,Google Pixel 9a,static,kitchen,"I walked to the coffee machine took my coffee and then powered it off. While the coffe machine is flushing i walk to the kitchen counter and place the coffee mug there. I open the fridge take the milk out, pour the milk in my coffee mug, put the milk back and close the fridge. Finally i slide the coffee mug to my right hand and pick it up.",CC0 (Public Domain Dedication),7cefcee6f1c1f41a,breathing;rustling
002869.wav,keychain;footsteps;door_open_close,Google Pixel 9,mobile,hallway,"I walked down the hallway, took my key and unlocked the apartment door. Then I went in and closed the door.",CC0 (Public Domain Dedication),49f5683baad61ffa,
000990.wav,vacuum_cleaner;footsteps;door_open_close;light_switch;window_open_close,Google Pixel 9 Pro XL,static,bedroom;hallway,"As the vacuum cleaner got turned on, I closed the door, turned off the light in the hallway and closed the window.",CC0 (Public Domain Dedication),6ac38984184522fa,wood_floor_cracking;dog_barking
000839.wav,footsteps;door_open_close;running_water,Iphone 14 pro,mobile,bathroom,"I walk to the bathroom door, open it, turn on the light, wash my hand, turn off the light, close the door.",CC0 (Public Domain Dedication),9e4440fa279d4fb8,
003794.wav,door_open_close;toilet_flushing;running_water;footsteps,Samsung Galaxy S24,static,hallway;bathroom,"Put phone in hallway, cloed door, flushed toilet, washed hands, opned door",CC0 (Public Domain Dedication),0c3dfc7492943bb9,
004071.wav,keyboard_typing;wardrobe_drawer_open_close,Galaxy A23,static,office,"I was working using my laptop. Then I needed a pen, so I opened the drawer to check if there are any and closed it.",CC0 (Public Domain Dedication),7de963de067e99c7,
004108.wav,door_open_close;bell_ringing;keyboard_typing;keychain,iphone 15,static,living_room,"I was typing on my keyboard and the bell rang twice. I grabbed my keychain, inserted it, oppened the door, and then closed it again.",CC0 (Public Domain Dedication),5d1c00abe1a3cff7,
000888.wav,cutlery_dishes;footsteps,Samsung Galaxy A55,mobile,hallway,You are a quite stressed because of the exams that happens in 5 minutes. You just stir your coffee and walk up and down the corridor.,"CC-BY 4.0 (Attribution License), Author: Bernát Somogyi",caf09cacf609238d,
003670.wav,keyboard_typing;footsteps;keychain;door_open_close,iphone 16 Pro,static,bedroom,typing on my laptop and my roommate comes home unlocks the door and comes in,CC0 (Public Domain Dedication),3413a651ac6b5aa7,microphone_buzz
002394.wav,coffee_machine;footsteps,Macbook,static,kitchen,"I made myself a cup of coffee, walked back to my desk and set down",CC0 (Public Domain Dedication),2b26bf9db2f3134c,desk_chair_moving;cup_on_desk
004091.wav,vacuum_cleaner;window_open_close,Iphone 14,mobile,living_room,"I held the phone while operating a handheld vacuum cleaner. While the vacuum was running, I reached over to open and then close the living room window.",CC0 (Public Domain Dedication),d2dee93e3e71a0b9,
001897.wav,wardrobe_drawer_open_close;footsteps;phone_ringing,Samsung Galaxy S22,static,living_room,"I walked to my key drawer, opened it and grabbed my keys. I then began walking toward my phone with my keys, where my phone rang twice as my keys were jingling as I walked.",CC0 (Public Domain Dedication),524bb56d9e31fb51,
000428.wav,keyboard_typing;phone_ringing;window_open_close,iPad 6th generation,static,office,I sat down at my desk and started clicking the mouse and typing on the keyboard. My phone started ringing and vibrating while I continued typing. The ringing stopped and I kept typing. I then stood up and opened the window and closed it again.,CC0 (Public Domain Dedication),be8e15658924b6d7,chair_squeaking;mouse_click;street_noise
004278.wav,running_water,iPhone 16 Plus,static,bathroom,I opened the soap dispenser with a click and turned on the tap. Water ran continuously while I washed my hands under it. I then turned off the tap and closed the soap dispenser.,"CC-BY 4.0 (Attribution License), Author: Polina Kacheniuk",812d33b39305a050,
000558.wav,keychain;keyboard_typing,iPhone 17 pro,static,bedroom;desk,"I was sitting at my desk, searching for something on the internet. Typing on the keyboard and clicking the mouse, while fiddling with the keys with the hand I didn't use.","CC-BY 4.0 (Attribution License), Author: Andrian Poliakov",e7008611ee730e35,mouse_clicking
004965.wav,keyboard_typing;phone_ringing;footsteps;door_open_close,iPhone 14,static,bedroom,"I was working on the computer when the phone of my roommate, that is in the other room, rang. I get up, got the keys for the room and walk out of my room to pick it up, while its still ringing.",CC0 (Public Domain Dedication),47855d2c2969abb1,getting_up_from_bed;fabric_sounds
003775.wav,light_switch;door_open_close;footsteps;coffee_machine,Samsung Galaxy S21 5G,mobile,kitchen,"I turned on the light, opened the door, and closed it behind me. Then I went to the kitchen and made a coffee.","CC-BY 4.0 (Attribution License), Author: Nevena Rogova",26a242adaa5bb590,
005148.wav,footsteps;running_water;light_switch;keychain,Iphone13 pro,mobile,toilet;kitchen,"I stepped to the sink, cleaned my hands, then,I turned off the light. Finally, while I was opening the door and stepping out, my friend was arranging pots at the kitchen.","CC-BY 4.0 (Attribution License), Author: Thị Xuân Bùi",3a095d21d2b681a3,pots_colision
000956.wav,microwave;running_water;door_open_close;footsteps;wardrobe_drawer_open_close,iPhone 16 Pro Max,static,kitchen,"Microwave on, turned on the tap for the water to run, microwave bell rings, I open and close the microwave , walk towards the drawer and open it","CC-BY 4.0 (Attribution License), Author: Chidinma Atuma Mpamah",6a684b19ba3783b1,
002624.wav,footsteps;keychain;door_open_close;light_switch,Samsung Galaxy A25,mobile,hallway,I walked from outside toward the apartment door. I found my key and unlocked the door. I entered the apartment and closed the door behind me. Then I turned on the light.,"CC-BY 4.0 (Attribution License), Author: Kimia Nili",a356c72f48a9bd11,stairs_noise
000120.wav,toilet_flushing;door_open_close;light_switch;running_water,iPhone 14 Pro Max,mobile,toilet;bathroom,"I flushed the toilet, opened the door and turned off the lights, before turning on the water tap and washing my hands.",CC0 (Public Domain Dedication),8e6a9b95bab80454,
002946.wav,toilet_flushing;footsteps;light_switch,Redmi Note 9 Pro,mobile,toilet;hallway,"I flushed the toilet, then walked out of the toilet room. While I was walking to the bedroom, I turned the lights there on. Continued walking.",CC0 (Public Domain Dedication),793708d11a7fc18d,
005232.wav,footsteps;light_switch;door_open_close;bell_ringing,Iphone 14 Pro,mobile,hallway,put my shoes on went outside and called my neighbours,CC0 (Public Domain Dedication),9ca0cde9a2a44952,
003461.wav,wardrobe_drawer_open_close,iPhone 14 Pro,mobile,bedroom,I walked to the wardrobe and opened the top drawer to search for something. I rummaged through the drawer and then closed it. I then opened a second drawer took something out and closed it again.,CC0 (Public Domain Dedication),47cf9c05b6dbc7fc,
000202.wav,door_open_close;footsteps,iPhone,mobile,hallway,"I walked to the hallway door, opened it, stepped through, and closed it behind me.","CC-BY 4.0 (Attribution License), Author: Alara Sude Nar",08474f78366cdd07,
001271.wav,vacuum_cleaner;footsteps;door_open_close,iPhone 16,mobile,living_room;bedroom,"I turned on the vacuum, i vacuumed the living room, turned off the vacuum, walked to the bedroom, turned on the vacuum again, vacuumed, turned it off again and shut the door behind me.",CC0 (Public Domain Dedication),2da6d5bb645bf00f,moving_the_vacuum_from_one_room_to_another
001341.wav,keyboard_typing;light_switch;door_open_close,CMF Phone 1,static,bedroom,"I was typing on a keyboard in a bedroom, then I got up turned the lights off in the bedroom, then I have walked out of the bedroom and I have shut the door of the bedroom.",CC0 (Public Domain Dedication),eec24afaf12a8cdd,dehumidifier
000927.wav,keyboard_typing;window_open_close,Samsung Galaxy A53,mobile,living_room,"I was typing on my laptop keyboard and then stood up to open the roof window. After some time, I closed it again.",CC0 (Public Domain Dedication),7cd0f4e44f31e676,handling_noise
004242.wav,keyboard_typing;bell_ringing;footsteps,Samsung Galaxy A15,mobile,hallway;living_room,"I was typing on my keyboard, when the bell rang twice. After that i went down to the living_room.",CC0 (Public Domain Dedication),86e10419d256dd9b,breathing
002907.wav,footsteps,iPhone 13,mobile,bedroom,I simply walked around my bedroom continuously for a short period of time.,"CC-BY 4.0 (Attribution License), Author: Luv Tripathi",b8e68fecda06986b,
002974.wav,keyboard_typing;phone_ringing;door_open_close;footsteps,Iphone 17 pro max,static,bedroom,"I was typing on the keyboard, then a friend called me, I got up from my chair and went to the door to open it.",CC0 (Public Domain Dedication),fc95f5d2c86159e0,mouse_clicking
002917.wav,keyboard_typing;phone_ringing,MacBook Air 2025,static,office,I was typing on my laptop and my iphone 13 srarted ringing. I turned off the phone and continued typing.,CC0 (Public Domain Dedication),d1903c91eb223923,
001462.wav,keychain;running_water,Nothing Phone 3a,mobile,bathroom,I walked to the sink with my keys in hand causing the keychain to jangle as I moved. I turned on the tap and let the water run for a few moments. I then turned the tap off.,CC0 (Public Domain Dedication),ab56e7b09d091eae,
003039.wav,toilet_flushing;running_water,iPhone,mobile,bathroom,I flushed the toilet and then turned on the water tap while holding the phone.,CC0 (Public Domain Dedication),f5cf80f0bca29517,bathroom_ambience
000283.wav,door_open_close;footsteps;cutlery_dishes;microwave,iphone 16 plus,mobile,bedroom;kitchen,"I opened the door, went to the kitchen, drank some water and put cup of tea in the microwave and started it","CC-BY 4.0 (Attribution License), Author: Aleksei Ermakov",fe55c87bdc2c488e,water_drinking
004516.wav,keyboard_typing;phone_ringing;keychain,iPhone 16,static,bedroom,I was sitting at my working desk and started typing on a laptop keyboard. While typing a phone began ringing in the room. After the phone ringI picked up a keychain moved it and placed it on the table,"CC-BY 4.0 (Attribution License), Author: Rosa Daneshmandnia",6ec6a2e131dd7bb0,
004428.wav,vacuum_cleaner;bell_ringing;door_open_close;footsteps,"iPhone 14, 7",static,living_room,"While vacuum cleaning, someone rang the bell from outside, so I turned off the vacuum cleaner and went to open the door. I opened the door and the person walked in. Then I closed the door again.",CC0 (Public Domain Dedication),0d7f40108d8ed598,
